threat_name,sig_type,sig_data
"_!Yektel.H","SIGNATURE_TYPE_PEHSTR","170017000600000A001B534F4654574152455C426F726C616E645C44656C7068695C52544C0A00097773636D702E646C6C0100265C57696E646F7773204E545C43757272656E7456657273696F6E5C57696E646F77735C72756E01002E5C57696E646F77735C43757272656E7456657273696F6E5C436F6E74726F6C7320466F6C6465725C504944776D7001000B426F7420636F756E74203D010013446F776E6C6F6164696E6720746F6F6C6261720000"
"_!Yektel.H","SIGNATURE_TYPE_THREAT_END","B5C80100"
"_!Matcash.KU","SIGNATURE_TYPE_THREAT_BEGIN","50CB01000000010008000C00AC214D6174636173682E4B550000014005833F000200"
"_!Matcash.KU","SIGNATURE_TYPE_PEHSTR","290029000A00000A00636D63626F6F2E636F6D2F61636B2E7068703F7569643D30303030303030302D303030302D313033332D2D7373303030302676657273696F6E3D313626616374696F6E6E616D653D5F726567636865636B26616374696F6E3D436865636B42756E646C650A001255524C446F776E6C6F6164546F46696C65410A00104372656174654469726563746F7279410A001447657457696E646F77734469726563746F72794101000F6B65726E496E7374616C6C2E65786501000C6B65726E496E73742E65786501000E77696E696E7374616C6C2E65786501000E496E7374616C6C6575722E65786501000D696E7374616C6C5F776F726473010008496E6574476574320000"
"_!Matcash.KU","SIGNATURE_TYPE_THREAT_END","50CB0100"
"_!Zlob.KG","SIGNATURE_TYPE_THREAT_BEGIN","B7CB0100000001000400090088215A6C6F622E4B470000014005833F000200"
"_!Zlob.KG","SIGNATURE_TYPE_PEHSTR","07000700070000010048430032004100310043003500430042002D0043003000450046002D0034003600380039002D0039003400330036002D00460036003200430043004100310043003500330038003300010008737366742E646C6C01001C64006E00730064007500650070006100670065002E0063006F006D0001001473006E002E0063006F006D002F00720065007300010046700075007200650073006100660065007400790068006500720065002E0063006F006D002F007300650061007200630068002E007000680070003F00710071003D002500730001000E5669727475616C50726F74656374010011446C6C52656769737465725365727665720000"
"_!Zlob.KG","SIGNATURE_TYPE_THREAT_END","B7CB0100"
"_!Zlob.ANA","SIGNATURE_TYPE_THREAT_BEGIN","76CD01000000010004000A0088215A6C6F622E414E410000014005833F000200"
"_!Zlob.ANA","SIGNATURE_TYPE_PEHSTR","2A002A000600000A0007616C6C657274320A002054686520636F6D707574657220686173206265656E20696E66656374656421210A00126D7966697273746761797365782E636F6D2F0A00324D6F7A696C6C612F342E302028636F6D70617469626C653B204D53494520362E303B2057696E646F7773204E5420352E312901000F5368656C6C45786563757465457841010013496E7465726E6574436C6F736548616E646C650000"
"_!Zlob.ANA","SIGNATURE_TYPE_THREAT_END","76CD0100"
"_!Cinmus.E","SIGNATURE_TYPE_THREAT_BEGIN","37D901000000010008000A00AC2143696E6D75732E450000014004833F000400"
